title,id,details,pages,text_file
Report for year ended 30 June,nla.obj-2498364592,"Collection April/June (1977), PP no. 264 of 1977",6,report-for-year-ended-30-june-collection-april-june-1977-pp-no-264-of-1977-nla.obj-2498364592.txt
Report for year ended 30 June,nla.obj-2610275345,"Collection 1977/1978, PP no. 360 of 1978",18,report-for-year-ended-30-june-collection-1977-1978-pp-no-360-of-1978-nla.obj-2610275345.txt
Report for year ended 30 June,nla.obj-2064251164,"Collection 1978/1979, PP no. 48 of 1980",24,report-for-year-ended-30-june-collection-1978-1979-pp-no-48-of-1980-nla.obj-2064251164.txt
Report for year ended 30 June,nla.obj-845455330,Collection 1979/1980. PP no. 61 of 1981,18,report-for-year-ended-30-june-collection-1979-1980-pp-no-61-of-1981-nla.obj-845455330.txt
Report for year ended 30 June,nla.obj-1613408745,"Collection 1980/1981, PP no. 53 of 1982",26,report-for-year-ended-30-june-collection-1980-1981-pp-no-53-of-1982-nla.obj-1613408745.txt
Report for year ended 30 June,nla.obj-1341861620,"Collection 1981/1982, PP no. 139 of 1983",18,report-for-year-ended-30-june-collection-1981-1982-pp-no-139-of-1983-nla.obj-1341861620.txt
Report for year ended 30 June,nla.obj-1464692892,"Collection 1982/1983, PP no. 265 of 1984",24,report-for-year-ended-30-june-collection-1982-1983-pp-no-265-of-1984-nla.obj-1464692892.txt
Report for year ended 30 June,nla.obj-1464697388,"Collection 1983/1984, PP no. 270 of 1984",20,report-for-year-ended-30-june-collection-1983-1984-pp-no-270-of-1984-nla.obj-1464697388.txt
Report for year ended 30 June,nla.obj-1186340875,"Collection 1984/1985, PP no. 453 of 1985",56,report-for-year-ended-30-june-collection-1984-1985-pp-no-453-of-1985-nla.obj-1186340875.txt
Report for year ended 30 June,nla.obj-2064217362,"Collection 1985/1986, PP no. 195 of 1987",50,report-for-year-ended-30-june-collection-1985-1986-pp-no-195-of-1987-nla.obj-2064217362.txt
Report for year ended 30 June,nla.obj-2016963484,"Collection 1986/1987, PP no. 133 of 1989",46,report-for-year-ended-30-june-collection-1986-1987-pp-no-133-of-1989-nla.obj-2016963484.txt
