title,id,details,pages,text_file
"The Tasmanian journal of natural science, agriculture, statistics, etc.",nla.obj-1961940529,Collection  Vol. 1 Contents and Preface,16,the-tasmanian-journal-of-natural-science-agricultu-collection-vol-1-contents-and-preface-nla.obj-1961940529.txt
"The Tasmanian journal of natural science, agriculture, statistics, etc.",nla.obj-1955865753,Collection  Vol. 1 No. 1 (January 1841),86,the-tasmanian-journal-of-natural-science-agricultu-collection-vol-1-no-1-january-1841-nla.obj-1955865753.txt
"The Tasmanian journal of natural science, agriculture, statistics, etc.",nla.obj-1923787578,Collection  Vol. 1 No. 2 (July 1841),84,the-tasmanian-journal-of-natural-science-agricultu-collection-vol-1-no-2-july-1841-nla.obj-1923787578.txt
"The Tasmanian journal of natural science, agriculture, statistics, etc.",nla.obj-1961873865,Collection  Vol. 1 No. 3 (January 1842),88,the-tasmanian-journal-of-natural-science-agricultu-collection-vol-1-no-3-january-1842-nla.obj-1961873865.txt
"The Tasmanian journal of natural science, agriculture, statistics, etc.",nla.obj-1961910992,Collection  Vol. 1 No. 4 (July 1842),86,the-tasmanian-journal-of-natural-science-agricultu-collection-vol-1-no-4-july-1842-nla.obj-1961910992.txt
"The Tasmanian journal of natural science, agriculture, statistics, etc.",nla.obj-1956722306,Collection  Vol. 1 No. 5 (October 1842),112,the-tasmanian-journal-of-natural-science-agricultu-collection-vol-1-no-5-october-1842-nla.obj-1956722306.txt
"The Tasmanian journal of natural science, agriculture, statistics, etc.",nla.obj-1955985809,Collection  Summary of some of the contents for Vols. 1 - 3,4,the-tasmanian-journal-of-natural-science-agricultu-collection-summary-of-some-of-the-contents-for-vol-nla.obj-1955985809.txt
"The Tasmanian journal of natural science, agriculture, statistics, etc.",nla.obj-1956043502,Collection  Vol. 2 Contents,12,the-tasmanian-journal-of-natural-science-agricultu-collection-vol-2-contents-nla.obj-1956043502.txt
"The Tasmanian journal of natural science, agriculture, statistics, etc.",nla.obj-1956083842,Collection  Vol. 2 No. 6 (January 1843),88,the-tasmanian-journal-of-natural-science-agricultu-collection-vol-2-no-6-january-1843-nla.obj-1956083842.txt
"The Tasmanian journal of natural science, agriculture, statistics, etc.",nla.obj-1956122341,Collection  Vol. 2 No. 7 (July 1843),90,the-tasmanian-journal-of-natural-science-agricultu-collection-vol-2-no-7-july-1843-nla.obj-1956122341.txt
"The Tasmanian journal of natural science, agriculture, statistics, etc.",nla.obj-1923855884,Collection  Vol. 2 No. 8 (January 1844),86,the-tasmanian-journal-of-natural-science-agricultu-collection-vol-2-no-8-january-1844-nla.obj-1923855884.txt
"The Tasmanian journal of natural science, agriculture, statistics, etc.",nla.obj-1956321861,Collection  Vol. 2 Index,4,the-tasmanian-journal-of-natural-science-agricultu-collection-vol-2-index-nla.obj-1956321861.txt
"The Tasmanian journal of natural science, agriculture, statistics, etc.",nla.obj-1923886016,Collection  Vol. 2 No. 9 (April 1845),86,the-tasmanian-journal-of-natural-science-agricultu-collection-vol-2-no-9-april-1845-nla.obj-1923886016.txt
"The Tasmanian journal of natural science, agriculture, statistics, etc.",nla.obj-1923924606,Collection  Vol. 2 No. 10 (July 1845),78,the-tasmanian-journal-of-natural-science-agricultu-collection-vol-2-no-10-july-1845-nla.obj-1923924606.txt
"The Tasmanian journal of natural science, agriculture, statistics, etc.",nla.obj-1956211954,Collection  Vol. 2 No. 11 (January 1846),76,the-tasmanian-journal-of-natural-science-agricultu-collection-vol-2-no-11-january-1846-nla.obj-1956211954.txt
"The Tasmanian journal of natural science, agriculture, statistics, etc.",nla.obj-1956263618,Collection  Vol. 3 Contents,12,the-tasmanian-journal-of-natural-science-agricultu-collection-vol-3-contents-nla.obj-1956263618.txt
"The Tasmanian journal of natural science, agriculture, statistics, etc.",nla.obj-1956367405,Collection  Vol. 3 No. 1 (October 1846),84,the-tasmanian-journal-of-natural-science-agricultu-collection-vol-3-no-1-october-1846-nla.obj-1956367405.txt
"The Tasmanian journal of natural science, agriculture, statistics, etc.",nla.obj-1923997740,Collection  Vol. 3 No. 2 (January 1847),90,the-tasmanian-journal-of-natural-science-agricultu-collection-vol-3-no-2-january-1847-nla.obj-1923997740.txt
"The Tasmanian journal of natural science, agriculture, statistics, etc.",nla.obj-1924025217,Collection  Vol. 3 No. 3 (July 1847),88,the-tasmanian-journal-of-natural-science-agricultu-collection-vol-3-no-3-july-1847-nla.obj-1924025217.txt
"The Tasmanian journal of natural science, agriculture, statistics, etc.",nla.obj-1924067293,Collection  Vol. 3 No. 4 (January 1848),90,the-tasmanian-journal-of-natural-science-agricultu-collection-vol-3-no-4-january-1848-nla.obj-1924067293.txt
"The Tasmanian journal of natural science, agriculture, statistics, etc.",nla.obj-1956406782,Collection  Vol. 3 No. 5 (July 1848),88,the-tasmanian-journal-of-natural-science-agricultu-collection-vol-3-no-5-july-1848-nla.obj-1956406782.txt
"The Tasmanian journal of natural science, agriculture, statistics, etc.",nla.obj-1956504116,Collection  Vol. 3 No. 6 (January 1849),82,the-tasmanian-journal-of-natural-science-agricultu-collection-vol-3-no-6-january-1849-nla.obj-1956504116.txt
