title,id,details,pages,text_file
The Border watch almanac for...,nla.obj-3041793348,Collection  (1901),130,the-border-watch-almanac-for-collection-1901-nla.obj-3041793348.txt
The Border watch almanac for...,nla.obj-3043755664,Collection  (1918),82,the-border-watch-almanac-for-collection-1918-nla.obj-3043755664.txt
The Border watch almanac for...,nla.obj-3026698170,Collection  (1934),156,the-border-watch-almanac-for-collection-1934-nla.obj-3026698170.txt
The Border watch almanac for...,nla.obj-3026124324,Collection  (1935),180,the-border-watch-almanac-for-collection-1935-nla.obj-3026124324.txt
The Border watch almanac for...,nla.obj-3027104787,Collection  (1936),184,the-border-watch-almanac-for-collection-1936-nla.obj-3027104787.txt
The Border watch almanac for...,nla.obj-3028584550,Collection  (1937),176,the-border-watch-almanac-for-collection-1937-nla.obj-3028584550.txt
The Border watch almanac for...,nla.obj-3024980034,Collection  (1938),176,the-border-watch-almanac-for-collection-1938-nla.obj-3024980034.txt
The Border watch almanac for...,nla.obj-3025113869,Collection  (1939),160,the-border-watch-almanac-for-collection-1939-nla.obj-3025113869.txt
The Border watch almanac for...,nla.obj-3028614929,Collection  (1940),164,the-border-watch-almanac-for-collection-1940-nla.obj-3028614929.txt
