title,id,details,pages,text_file
Report of the Australian Delegation.,nla.obj-2772389275,"Collection Jan-Feb 1946 (1st session), PP no. 49 of 1946",50,report-of-the-australian-delegation-collection-jan-feb-1946-1st-session-pp-no-49-of-19-nla.obj-2772389275.txt
Report of the Australian Delegation.,nla.obj-2141197256,"Collection Oct.-Dec. 1952 (7th session, Part 1), PP no. 158 of 1953",54,report-of-the-australian-delegation-collection-oct-dec-1952-7th-session-part-1-pp-no-1-nla.obj-2141197256.txt
Report of the Australian Delegation.,nla.obj-2579213909,"Collection Sept-Dec 1954 (9th session), PP no. 96 of 1955",62,report-of-the-australian-delegation-collection-sept-dec-1954-9th-session-pp-no-96-of-1-nla.obj-2579213909.txt
Report of the Australian Delegation.,nla.obj-2771821251,"Collection Sept-Dec 1957 (12 session), PP no. 14 of 1959",60,report-of-the-australian-delegation-collection-sept-dec-1957-12-session-pp-no-14-of-19-nla.obj-2771821251.txt
Report of the Australian Delegation.,nla.obj-2771821525,"Collection Sept-Dec 1958 (13th session), PP no. 81 of 1959",70,report-of-the-australian-delegation-collection-sept-dec-1958-13th-session-pp-no-81-of--nla.obj-2771821525.txt
Report of the Australian Delegation.,nla.obj-2769291603,"Collection Sept-Dec  1959 (14th session), PP no. 38 of 1960",88,report-of-the-australian-delegation-collection-sept-dec-1959-14th-session-pp-no-38-of--nla.obj-2769291603.txt
Report of the Australian Delegation.,nla.obj-2771814526,"Collection Sept-Dec 1960 (15th session, Part 1), PP no. 36 of 1961",100,report-of-the-australian-delegation-collection-sept-dec-1960-15th-session-part-1-pp-no-nla.obj-2771814526.txt
Report of the Australian Delegation.,nla.obj-2771814981,"Collection Mar-Apr 1961 (15th session, part 2), PP no. 107 of 1961",48,report-of-the-australian-delegation-collection-mar-apr-1961-15th-session-part-2-pp-no--nla.obj-2771814981.txt
Report of the Australian Delegation.,nla.obj-2579188759,"Collection Sept-Dec 1961 (16 session, Part 1), PP no. 49 of 1962",160,report-of-the-australian-delegation-collection-sept-dec-1961-16-session-part-1-pp-no-4-nla.obj-2579188759.txt
Report of the Australian Delegation.,nla.obj-2579188776,"Collection Jan-Feb 1962 16th session, resumed session), PP no. 50 of 1962",26,report-of-the-australian-delegation-collection-jan-feb-1962-16th-session-resumed-sessi-nla.obj-2579188776.txt
Report of the Australian Delegation.,nla.obj-2579188560,"Collection June 1962  (16th session, resumed session), PP no. 203 of 1963",20,report-of-the-australian-delegation-collection-june-1962-16th-session-resumed-session--nla.obj-2579188560.txt
Report of the Australian Delegation.,nla.obj-2579188612,"Collection Sept- Dec 1962 (17th session), PP no. 255 of 1963",196,report-of-the-australian-delegation-collection-sept-dec-1962-17th-session-pp-no-255-of-nla.obj-2579188612.txt
Report of the Australian Delegation.,nla.obj-2769292625,"Collection 1964/1965 (19th session), PP no. 317 of 1966",30,report-of-the-australian-delegation-collection-1964-1965-19th-session-pp-no-317-of-196-nla.obj-2769292625.txt
Report of the Australian Delegation.,nla.obj-2769292649,"Collection Sept-Dec 1965 (20th session), PP no. 320 of 1966",128,report-of-the-australian-delegation-collection-sept-dec-1965-20th-session-pp-no-320-of-nla.obj-2769292649.txt
Report of the Australian Delegation.,nla.obj-2357987750,"Collection Sept-Dec 1966 (21st session), PP no. 159 of 1967",246,report-of-the-australian-delegation-collection-sept-dec-1966-21st-session-pp-no-159-of-nla.obj-2357987750.txt
Report of the Australian Delegation.,nla.obj-2771761298,"Collection Sept-Dec 1967 (22nd session, Part 1), PP no. 134 of 1968",74,report-of-the-australian-delegation-collection-sept-dec-1967-22nd-session-part-1-pp-no-nla.obj-2771761298.txt
Report of the Australian Delegation.,nla.obj-2771761700,"Collection Apr-June 1968 (22nd session, Part 2), PP no. 232 of 1968",32,report-of-the-australian-delegation-collection-apr-june-1968-22nd-session-part-2-pp-no-nla.obj-2771761700.txt
Report of the Australian Delegation.,nla.obj-2772370370,"Collection Sept-Dec 1968 (23rd session), PP no. 184 of 1969",96,report-of-the-australian-delegation-collection-sept-dec-1968-23rd-session-pp-no-184-of-nla.obj-2772370370.txt
Report of the Australian Delegation.,nla.obj-2771741436,"Collection Sept-Dec 1969 (24th session), PP no. 54 of 1970",108,report-of-the-australian-delegation-collection-sept-dec-1969-24th-session-pp-no-54-of--nla.obj-2771741436.txt
Report of the Australian Delegation.,nla.obj-2772573457,"Collection Sept-Dec 1970 (25th session), PP no. 102 of 1971",110,report-of-the-australian-delegation-collection-sept-dec-1970-25th-session-pp-no-102-of-nla.obj-2772573457.txt
Report of the Australian Delegation.,nla.obj-2062535049,"Collection Sept-Dec 1971 (26th session), PP no. 54 of 1972",52,report-of-the-australian-delegation-collection-sept-dec-1971-26th-session-pp-no-54-of--nla.obj-2062535049.txt
