title,id,details,pages,text_file
Report of Council,nla.obj-2769293309,"Collection 1968, PP no. 158 of 1969",18,report-of-council-collection-1968-pp-no-158-of-1969-nla.obj-2769293309.txt
Report of Council,nla.obj-2772373768,"Collection 1969, PP no. 137 of 1970",42,report-of-council-collection-1969-pp-no-137-of-1970-nla.obj-2772373768.txt
Report of Council,nla.obj-1940331330,"Collection 1970, PP no. 142 of 1971",40,report-of-council-collection-1970-pp-no-142-of-1971-nla.obj-1940331330.txt
Report of Council,nla.obj-1745816272,"Collection 1971, PP no. 128 of 1972",52,report-of-council-collection-1971-pp-no-128-of-1972-nla.obj-1745816272.txt
Report of Council,nla.obj-1363986685,"Collection 1972, PP no. 195 of 1973",54,report-of-council-collection-1972-pp-no-195-of-1973-nla.obj-1363986685.txt
Report of Council,nla.obj-2141196310,"Collection 1973, PP no. 241 of 1974",56,report-of-council-collection-1973-pp-no-241-of-1974-nla.obj-2141196310.txt
Report of Council,nla.obj-1363955295,"Collection 1974, PP no. 171 of 1975",78,report-of-council-collection-1974-pp-no-171-of-1975-nla.obj-1363955295.txt
Report of Council,nla.obj-1457906180,"Collection 1975, PP no. 337 of 1976",80,report-of-council-collection-1975-pp-no-337-of-1976-nla.obj-1457906180.txt
Report of Council,nla.obj-2721008844,"Collection 1976, PP no. 50 of 1978",86,report-of-council-collection-1976-pp-no-50-of-1978-nla.obj-2721008844.txt
Report of Council,nla.obj-2587283392,"Collection 1977, PP no. 92 of 1979",92,report-of-council-collection-1977-pp-no-92-of-1979-nla.obj-2587283392.txt
Report of Council,nla.obj-2656917366,"Collection 1978, PP no. 317 of 1979",78,report-of-council-collection-1978-pp-no-317-of-1979-nla.obj-2656917366.txt
Report of Council,nla.obj-2498367315,"Collection 1979, PP no. 40 of 1981",80,report-of-council-collection-1979-pp-no-40-of-1981-nla.obj-2498367315.txt
Report of Council,nla.obj-1613409338,"Collection 1980, PP no. 62 of 1982",86,report-of-council-collection-1980-pp-no-62-of-1982-nla.obj-1613409338.txt
Report of Council,nla.obj-1341865532,"Collection 1982 (Vol. 1 - Report); Vol. 2 (Financial statement), PP no. 110 of 1983",98,report-of-council-collection-1982-vol-1-report-vol-2-financial-state-nla.obj-1341865532.txt
Report of Council,nla.obj-2498369725,"Collection 1983 (Part 1 - Report); (Part 2 - (Financial statement), PP no. 214 of 1984",100,report-of-council-collection-1983-part-1-report-part-2-financial-sta-nla.obj-2498369725.txt
Report of Council,nla.obj-843196314,"Collection 1984, PP no. 323 of 1985",88,report-of-council-collection-1984-pp-no-323-of-1985-nla.obj-843196314.txt
Report of Council,nla.obj-2177282868,"Collection 1985, PP no. 229 of 1986",96,report-of-council-collection-1985-pp-no-229-of-1986-nla.obj-2177282868.txt
Report of Council,nla.obj-2498403575,"Collection 1986, PP no. 279 of 1987",108,report-of-council-collection-1986-pp-no-279-of-1987-nla.obj-2498403575.txt
Report of Council,nla.obj-2021928969,"Collection 1987, PP no. 293 of 1988",114,report-of-council-collection-1987-pp-no-293-of-1988-nla.obj-2021928969.txt
Report of Council,nla.obj-1928163786,"Collection 1988, PP no. 214 of 1989",118,report-of-council-collection-1988-pp-no-214-of-1989-nla.obj-1928163786.txt
Report of Council,nla.obj-1941250526,"Collection 1989, PP no. 166 of 1990",128,report-of-council-collection-1989-pp-no-166-of-1990-nla.obj-1941250526.txt
