title,id,details,pages,text_file
The Royal South Australian almanack and general directory for...,nla.obj-2928545404,Collection  (1845),218,the-royal-south-australian-almanack-and-general-di-collection-1845-nla.obj-2928545404.txt
The Royal South Australian almanack and general directory for...,nla.obj-2881874764,Collection  (1846),188,the-royal-south-australian-almanack-and-general-di-collection-1846-nla.obj-2881874764.txt
The Royal South Australian almanack and general directory for...,nla.obj-2883992230,Collection  (1847),156,the-royal-south-australian-almanack-and-general-di-collection-1847-nla.obj-2883992230.txt
The Royal South Australian almanack and general directory for...,nla.obj-2900017487,Collection (1848),150,the-royal-south-australian-almanack-and-general-di-collection-1848-nla.obj-2900017487.txt
The Royal South Australian almanack and general directory for...,nla.obj-2910562006,Collection  (1849),176,the-royal-south-australian-almanack-and-general-di-collection-1849-nla.obj-2910562006.txt
The Royal South Australian almanack and general directory for...,nla.obj-2910326288,Collection  (1850),265,the-royal-south-australian-almanack-and-general-di-collection-1850-nla.obj-2910326288.txt
The Royal South Australian almanack and general directory for...,nla.obj-2939950818,Collection  (1854 - version 1),260,the-royal-south-australian-almanack-and-general-di-collection-1854-version-1-nla.obj-2939950818.txt
The Royal South Australian almanack and general directory for...,nla.obj-2886353231,Collection (1854 - version 2),342,the-royal-south-australian-almanack-and-general-di-collection-1854-version-2-nla.obj-2886353231.txt
The Royal South Australian almanack and general directory for...,nla.obj-2878889913,Collection  (1855),338,the-royal-south-australian-almanack-and-general-di-collection-1855-nla.obj-2878889913.txt
The Royal South Australian almanack and general directory for...,nla.obj-2882744367,Collection (1857),102,the-royal-south-australian-almanack-and-general-di-collection-1857-nla.obj-2882744367.txt
The Royal South Australian almanack and general directory for...,nla.obj-2899761182,Collection  (1858),112,the-royal-south-australian-almanack-and-general-di-collection-1858-nla.obj-2899761182.txt
