title,id,details,pages,text_file
The Home : an Australian quarterly.,nla.obj-381545445,Collection Vol. 1  No. 1 (1  February 1920),80,the-home-an-australian-quarterly-collection-vol-1-no-1-1-february-1920-nla.obj-381545445.txt
The Home : an Australian quarterly.,nla.obj-381545468,Collection Vol. 1 No. 2 (1  June 1920),80,the-home-an-australian-quarterly-collection-vol-1-no-2-1-june-1920-nla.obj-381545468.txt
The Home : an Australian quarterly.,nla.obj-381545484,Collection Vol. 1 No. 3 (1  September 1920),96,the-home-an-australian-quarterly-collection-vol-1-no-3-1-september-1920-nla.obj-381545484.txt
The Home : an Australian quarterly.,nla.obj-381545565,Collection Vol. 1 No. 4 (1  December 1920),100,the-home-an-australian-quarterly-collection-vol-1-no-4-1-december-1920-nla.obj-381545565.txt
The Home : an Australian quarterly.,nla.obj-375385953,Collection Vol. 2  No. 1 (1 March 1921),92,the-home-an-australian-quarterly-collection-vol-2-no-1-1-march-1921-nla.obj-375385953.txt
The Home : an Australian quarterly.,nla.obj-375385977,Collection Vol. 2 No. 2 (1  June 1921),94,the-home-an-australian-quarterly-collection-vol-2-no-2-1-june-1921-nla.obj-375385977.txt
The Home : an Australian quarterly.,nla.obj-375385990,Collection Vol. 2 No. 3 (1  September 1921),94,the-home-an-australian-quarterly-collection-vol-2-no-3-1-september-1921-nla.obj-375385990.txt
The Home : an Australian quarterly.,nla.obj-375386013,Collection Vol. 2 No. 4 (1  December 1921),124,the-home-an-australian-quarterly-collection-vol-2-no-4-1-december-1921-nla.obj-375386013.txt
The Home : an Australian quarterly.,nla.obj-375614408,Collection Vol. 3 No. 1 (1  March 1922),102,the-home-an-australian-quarterly-collection-vol-3-no-1-1-march-1922-nla.obj-375614408.txt
The Home : an Australian quarterly.,nla.obj-375614424,Collection Vol. 3 No. 2 (1  June 1922),100,the-home-an-australian-quarterly-collection-vol-3-no-2-1-june-1922-nla.obj-375614424.txt
The Home : an Australian quarterly.,nla.obj-375614443,Collection Vol. 3 No. 3 (1  September 1922),104,the-home-an-australian-quarterly-collection-vol-3-no-3-1-september-1922-nla.obj-375614443.txt
The Home : an Australian quarterly.,nla.obj-375614462,Collection Vol. 3 No. 4 (1  December 1922),114,the-home-an-australian-quarterly-collection-vol-3-no-4-1-december-1922-nla.obj-375614462.txt
The Home : an Australian quarterly.,nla.obj-379197699,Collection Vol. 4 No. 1 (1  March 1923),104,the-home-an-australian-quarterly-collection-vol-4-no-1-1-march-1923-nla.obj-379197699.txt
The Home : an Australian quarterly.,nla.obj-379197776,Collection Vol. 4 No. 2 (1  June 1923),98,the-home-an-australian-quarterly-collection-vol-4-no-2-1-june-1923-nla.obj-379197776.txt
The Home : an Australian quarterly.,nla.obj-379197792,Collection Vol. 4 No. 3 (1  September 1923),98,the-home-an-australian-quarterly-collection-vol-4-no-3-1-september-1923-nla.obj-379197792.txt
The Home : an Australian quarterly.,nla.obj-379197810,Collection Vol. 4 No. 4 (1  December 1923),108,the-home-an-australian-quarterly-collection-vol-4-no-4-1-december-1923-nla.obj-379197810.txt
The Home : an Australian quarterly.,nla.obj-380271448,Collection Vol. 5 No. 1 (1  March 1924),102,the-home-an-australian-quarterly-collection-vol-5-no-1-1-march-1924-nla.obj-380271448.txt
The Home : an Australian quarterly.,nla.obj-380271461,Collection Vol. 5 No. 2 (1  June 1924),104,the-home-an-australian-quarterly-collection-vol-5-no-2-1-june-1924-nla.obj-380271461.txt
The Home : an Australian quarterly.,nla.obj-380271485,Collection Vol. 5 No. 3 (1  July August 1924),112,the-home-an-australian-quarterly-collection-vol-5-no-3-1-july-august-1924-nla.obj-380271485.txt
The Home : an Australian quarterly.,nla.obj-380271545,Collection Vol. 5 No. 4 (1  September October 1924),88,the-home-an-australian-quarterly-collection-vol-5-no-4-1-september-october-1924-nla.obj-380271545.txt
The Home : an Australian quarterly.,nla.obj-380271568,Collection Vol. 5 No. 5 (1  December 1924),128,the-home-an-australian-quarterly-collection-vol-5-no-5-1-december-1924-nla.obj-380271568.txt
The Home : an Australian quarterly.,nla.obj-380634594,Collection Vol. 6 No. 1 (1  February 1925),108,the-home-an-australian-quarterly-collection-vol-6-no-1-1-february-1925-nla.obj-380634594.txt
The Home : an Australian quarterly.,nla.obj-380634612,Collection Vol. 6 No. 2 (1  March 1925),110,the-home-an-australian-quarterly-collection-vol-6-no-2-1-march-1925-nla.obj-380634612.txt
The Home : an Australian quarterly.,nla.obj-380634636,Collection Vol. 6 No. 3 (1  June 1925),106,the-home-an-australian-quarterly-collection-vol-6-no-3-1-june-1925-nla.obj-380634636.txt
The Home : an Australian quarterly.,nla.obj-380634657,Collection Vol. 6 No. 4 (1  August 1925),108,the-home-an-australian-quarterly-collection-vol-6-no-4-1-august-1925-nla.obj-380634657.txt
The Home : an Australian quarterly.,nla.obj-380634673,Collection Vol. 6 No. 5 (1  October 1925),112,the-home-an-australian-quarterly-collection-vol-6-no-5-1-october-1925-nla.obj-380634673.txt
The Home : an Australian quarterly.,nla.obj-380634699,Collection Vol. 6 No. 6 (1  December 1925),114,the-home-an-australian-quarterly-collection-vol-6-no-6-1-december-1925-nla.obj-380634699.txt
The Home : an Australian quarterly.,nla.obj-380852463,Collection Vol. 7 No. 1 (1  January 1926),88,the-home-an-australian-quarterly-collection-vol-7-no-1-1-january-1926-nla.obj-380852463.txt
The Home : an Australian quarterly.,nla.obj-380852594,Collection Vol. 7 No. 2 (1  February 1926),88,the-home-an-australian-quarterly-collection-vol-7-no-2-1-february-1926-nla.obj-380852594.txt
The Home : an Australian quarterly.,nla.obj-380852768,Collection Vol. 7 No. 3 (1  March 1926),96,the-home-an-australian-quarterly-collection-vol-7-no-3-1-march-1926-nla.obj-380852768.txt
The Home : an Australian quarterly.,nla.obj-380852893,Collection Vol. 7 No. 4 (1  April 1926),104,the-home-an-australian-quarterly-collection-vol-7-no-4-1-april-1926-nla.obj-380852893.txt
The Home : an Australian quarterly.,nla.obj-380853047,Collection Vol. 7 No. 5 (1  May 1926),96,the-home-an-australian-quarterly-collection-vol-7-no-5-1-may-1926-nla.obj-380853047.txt
The Home : an Australian quarterly.,nla.obj-380853083,Collection Vol. 7 No. 6 (1  June 1926),100,the-home-an-australian-quarterly-collection-vol-7-no-6-1-june-1926-nla.obj-380853083.txt
The Home : an Australian quarterly.,nla.obj-380853349,Collection Vol. 7 No. 7 (1  July 1926),92,the-home-an-australian-quarterly-collection-vol-7-no-7-1-july-1926-nla.obj-380853349.txt
The Home : an Australian quarterly.,nla.obj-380853492,Collection Vol. 7 No. 8 (2  August 1926),100,the-home-an-australian-quarterly-collection-vol-7-no-8-2-august-1926-nla.obj-380853492.txt
The Home : an Australian quarterly.,nla.obj-380853579,Collection Vol. 7 No. 9 (1  September 1926),96,the-home-an-australian-quarterly-collection-vol-7-no-9-1-september-1926-nla.obj-380853579.txt
The Home : an Australian quarterly.,nla.obj-380853728,Collection Vol. 7 No. 10 (1  October 1926),102,the-home-an-australian-quarterly-collection-vol-7-no-10-1-october-1926-nla.obj-380853728.txt
The Home : an Australian quarterly.,nla.obj-380853856,Collection Vol. 7 No. 11 (1  November 1926),94,the-home-an-australian-quarterly-collection-vol-7-no-11-1-november-1926-nla.obj-380853856.txt
The Home : an Australian quarterly.,nla.obj-380853897,Collection Vol. 7 No. 12 (1  December 1926),118,the-home-an-australian-quarterly-collection-vol-7-no-12-1-december-1926-nla.obj-380853897.txt
The Home : an Australian quarterly.,nla.obj-381737893,Collection Vol. 8 No. 1 (1  January 1927),96,the-home-an-australian-quarterly-collection-vol-8-no-1-1-january-1927-nla.obj-381737893.txt
The Home : an Australian quarterly.,nla.obj-381737919,Collection Vol. 8 No. 2 (1  February 1927),92,the-home-an-australian-quarterly-collection-vol-8-no-2-1-february-1927-nla.obj-381737919.txt
The Home : an Australian quarterly.,nla.obj-381737935,Collection Vol. 8 No. 3 (1  March 1927),96,the-home-an-australian-quarterly-collection-vol-8-no-3-1-march-1927-nla.obj-381737935.txt
The Home : an Australian quarterly.,nla.obj-381737956,Collection Vol. 8 No. 4 (1  April 1927),108,the-home-an-australian-quarterly-collection-vol-8-no-4-1-april-1927-nla.obj-381737956.txt
The Home : an Australian quarterly.,nla.obj-381737970,Collection Vol. 8 No. 5 (2  May 1927),108,the-home-an-australian-quarterly-collection-vol-8-no-5-2-may-1927-nla.obj-381737970.txt
The Home : an Australian quarterly.,nla.obj-381737997,Collection Vol. 8 No. 6 (1  June 1927),90,the-home-an-australian-quarterly-collection-vol-8-no-6-1-june-1927-nla.obj-381737997.txt
