title,id,details,pages,text_file
Shale Oil Bounty Act : return showing bounty paid during year ...,nla.obj-2772403854,"Collection 1910/1911, PP no. 4 of 1911",2,shale-oil-bounty-act-return-showing-bounty-paid-du-collection-1910-1911-pp-no-4-of-1911-nla.obj-2772403854.txt
Shale Oil Bounty Act : return showing bounty paid during year ...,nla.obj-2357984535,"Collection 1911/1912, PP no. 44 of 1912",2,shale-oil-bounty-act-return-showing-bounty-paid-du-collection-1911-1912-pp-no-44-of-1912-nla.obj-2357984535.txt
Shale Oil Bounty Act : return showing bounty paid during year ...,nla.obj-2771762750,"Collection 1912/1913, PP no. 40 of 1913",4,shale-oil-bounty-act-return-showing-bounty-paid-du-collection-1912-1913-pp-no-40-of-1913-nla.obj-2771762750.txt
Shale Oil Bounty Act : return showing bounty paid during year ...,nla.obj-2610273277,"Collection 1913/1914, PP no. 27 of 1914",2,shale-oil-bounty-act-return-showing-bounty-paid-du-collection-1913-1914-pp-no-27-of-1914-nla.obj-2610273277.txt
Shale Oil Bounty Act : return showing bounty paid during year ...,nla.obj-2769288723,"Collection 1919/1920, PP no. 78 of 1920",4,shale-oil-bounty-act-return-showing-bounty-paid-du-collection-1919-1920-pp-no-78-of-1920-nla.obj-2769288723.txt
