title,id,details,pages,text_file
Women's budget statement : an assessment of the impact on women of the ... budget,nla.obj-2064139825,"Collection 1987/1988, Budget related paper no. 6, PP no. 402 of 1987",312,women-s-budget-statement-an-assessment-of-the-impa-collection-1987-1988-budget-related-paper-no-6-pp--nla.obj-2064139825.txt
Women's budget statement : an assessment of the impact on women of the ... budget,nla.obj-2498405078,"Collection 1988/1989, Budget related paper no. 6, PP no. 127 of 1988",276,women-s-budget-statement-an-assessment-of-the-impa-collection-1988-1989-budget-related-paper-no-6-pp--nla.obj-2498405078.txt
Women's budget statement : an assessment of the impact on women of the ... budget,nla.obj-1928162264,"Collection 1989/1990, Budget related paper no. 6, PP no. 207 of 1989",244,women-s-budget-statement-an-assessment-of-the-impa-collection-1989-1990-budget-related-paper-no-6-pp--nla.obj-1928162264.txt
Women's budget statement : an assessment of the impact on women of the ... budget,nla.obj-1941273456,"Collection 1990/1991, Budget related paper no. 5, PP no. 123 of 1990",252,women-s-budget-statement-an-assessment-of-the-impa-collection-1990-1991-budget-related-paper-no-5-pp--nla.obj-1941273456.txt
Women's budget statement : an assessment of the impact on women of the ... budget,nla.obj-1941207166,"Collection 1991/1992, Budget related paper no. 5, PP no. 189 of 1991",424,women-s-budget-statement-an-assessment-of-the-impa-collection-1991-1992-budget-related-paper-no-5-pp--nla.obj-1941207166.txt
Women's budget statement : an assessment of the impact on women of the ... budget,nla.obj-2064369391,"Collection 1992/1993, Budget related paper no. 5, PP no. 221 of 1992",330,women-s-budget-statement-an-assessment-of-the-impa-collection-1992-1993-budget-related-paper-no-5-pp--nla.obj-2064369391.txt
Women's budget statement : an assessment of the impact on women of the ... budget,nla.obj-1827293674,"Collection 1993/1994, Budget related paper no. 4, PP no. 95 of 1993",346,women-s-budget-statement-an-assessment-of-the-impa-collection-1993-1994-budget-related-paper-no-4-pp--nla.obj-1827293674.txt
Women's budget statement : an assessment of the impact on women of the ... budget,nla.obj-1186380026,"Collection 1994/1995, Budget related paper no. 3, PP no. 86 of 1994",36,women-s-budget-statement-an-assessment-of-the-impa-collection-1994-1995-budget-related-paper-no-3-pp--nla.obj-1186380026.txt
Women's budget statement : an assessment of the impact on women of the ... budget,nla.obj-2498418878,"Collection 1995/1996, Budget related paper no. 3, PP no. 71 of 1995",34,women-s-budget-statement-an-assessment-of-the-impa-collection-1995-1996-budget-related-paper-no-3-pp--nla.obj-2498418878.txt
Women's budget statement : an assessment of the impact on women of the ... budget,nla.obj-1613407762,"Collection 2001/2002, PP no. 86 of 2001",38,women-s-budget-statement-an-assessment-of-the-impa-collection-2001-2002-pp-no-86-of-2001-nla.obj-1613407762.txt
Women's budget statement : an assessment of the impact on women of the ... budget,nla.obj-2203675782,"Collection 2002/2003, PP no. 276 of 2002",20,women-s-budget-statement-an-assessment-of-the-impa-collection-2002-2003-pp-no-276-of-2002-nla.obj-2203675782.txt
Women's budget statement : an assessment of the impact on women of the ... budget,nla.obj-901530858,"Collection 2003/2004, PP no. 112 of 2003",45,women-s-budget-statement-an-assessment-of-the-impa-collection-2003-2004-pp-no-112-of-2003-nla.obj-901530858.txt
