title,id,details,pages,text_file
Estimates of receipts and expenditure for the year ending ...,nla.obj-2656722843,"Collection 1915/1916, PP no. 245 of 1916",256,estimates-of-receipts-and-expenditure-for-the-year-collection-1915-1916-pp-no-245-of-1916-nla.obj-2656722843.txt
Estimates of receipts and expenditure for the year ending ...,nla.obj-2579191414,"Collection 1916/1917, PP no. 1 of 1917",304,estimates-of-receipts-and-expenditure-for-the-year-collection-1916-1917-pp-no-1-of-1917-nla.obj-2579191414.txt
Estimates of receipts and expenditure for the year ending ...,nla.obj-2579211271,"Collection 1917/1918, PP no. 8 of 1917",268,estimates-of-receipts-and-expenditure-for-the-year-collection-1917-1918-pp-no-8-of-1917-nla.obj-2579211271.txt
Estimates of receipts and expenditure for the year ending ...,nla.obj-2579210580,"Collection 1918/1919, PP no. 101 of 1918",286,estimates-of-receipts-and-expenditure-for-the-year-collection-1918-1919-pp-no-101-of-1918-nla.obj-2579210580.txt
Estimates of receipts and expenditure for the year ending ...,nla.obj-2579210952,"Collection 1919/1920, PP no. 171 of 1919",350,estimates-of-receipts-and-expenditure-for-the-year-collection-1919-1920-pp-no-171-of-1919-nla.obj-2579210952.txt
Estimates of receipts and expenditure for the year ending ...,nla.obj-2723231693,"Collection 1919/1920, PP no. 2 of 1920",350,estimates-of-receipts-and-expenditure-for-the-year-collection-1919-1920-pp-no-2-of-1920-nla.obj-2723231693.txt
Estimates of receipts and expenditure for the year ending ...,nla.obj-2723236277,"Collection 1920/1921, PP no. 61 of 1920",346,estimates-of-receipts-and-expenditure-for-the-year-collection-1920-1921-pp-no-61-of-1920-nla.obj-2723236277.txt
Estimates of receipts and expenditure for the year ending ...,nla.obj-2723261464,"Collection 1921/1922, PP no. 132 of 1921",380,estimates-of-receipts-and-expenditure-for-the-year-collection-1921-1922-pp-no-132-of-1921-nla.obj-2723261464.txt
Estimates of receipts and expenditure for the year ending ...,nla.obj-2656711799,"Collection 1922/1923, PP no. 38 of 1922",380,estimates-of-receipts-and-expenditure-for-the-year-collection-1922-1923-pp-no-38-of-1922-nla.obj-2656711799.txt
Estimates of receipts and expenditure for the year ending ...,nla.obj-2723241068,"Collection 1923/1924, PP no. 29 of 1923",370,estimates-of-receipts-and-expenditure-for-the-year-collection-1923-1924-pp-no-29-of-1923-nla.obj-2723241068.txt
Estimates of receipts and expenditure for the year ending ...,nla.obj-2723252547,"Collection 1924/1925, PP no. 91 of 1924",374,estimates-of-receipts-and-expenditure-for-the-year-collection-1924-1925-pp-no-91-of-1924-nla.obj-2723252547.txt
Estimates of receipts and expenditure for the year ending ...,nla.obj-2771844942,"Collection 1925/1926, PP no. 26 of 1925",422,estimates-of-receipts-and-expenditure-for-the-year-collection-1925-1926-pp-no-26-of-1925-nla.obj-2771844942.txt
Estimates of receipts and expenditure for the year ending ...,nla.obj-2656764396,"Collection 1926/1927 , PP no. 43 of 1926",2,estimates-of-receipts-and-expenditure-for-the-year-collection-1926-1927-pp-no-43-of-1926-nla.obj-2656764396.txt
Estimates of receipts and expenditure for the year ending ...,nla.obj-2772453369,"Collection 1926/1927 (with further details of 1925/1926), PP no. 47 of 1926",390,estimates-of-receipts-and-expenditure-for-the-year-collection-1926-1927-with-further-details-of-1925--nla.obj-2772453369.txt
Estimates of receipts and expenditure for the year ending ...,nla.obj-2772456748,"Collection 1927/1928, PP no. 110 of 1927",386,estimates-of-receipts-and-expenditure-for-the-year-collection-1927-1928-pp-no-110-of-1927-nla.obj-2772456748.txt
