title,id,details,pages,text_file
Report on the operations of the Committee for ...,nla.obj-1665735749,"Collection 1986, PP no. 80 of 1987",36,report-on-the-operations-of-the-committee-for-collection-1986-pp-no-80-of-1987-nla.obj-1665735749.txt
Report on the operations of the Committee for ...,nla.obj-2013228293,"Collection 1987, PP no. 24 of 1988",28,report-on-the-operations-of-the-committee-for-collection-1987-pp-no-24-of-1988-nla.obj-2013228293.txt
Report on the operations of the Committee for ...,nla.obj-1928171960,"Collection 1988, PP no. 62 of 1989",26,report-on-the-operations-of-the-committee-for-collection-1988-pp-no-62-of-1989-nla.obj-1928171960.txt
Report on the operations of the Committee for ...,nla.obj-1941260274,"Collection 1989, PP no. 89 of 1990",30,report-on-the-operations-of-the-committee-for-collection-1989-pp-no-89-of-1990-nla.obj-1941260274.txt
Report on the operations of the Committee for ...,nla.obj-1941216851,"Collection 1990, PP no. 94 of 1991",18,report-on-the-operations-of-the-committee-for-collection-1990-pp-no-94-of-1991-nla.obj-1941216851.txt
Report on the operations of the Committee for ...,nla.obj-2016879133,"Collection 1991, PP no. 79 of 1992",20,report-on-the-operations-of-the-committee-for-collection-1991-pp-no-79-of-1992-nla.obj-2016879133.txt
Report on the operations of the Committee for ...,nla.obj-1827273112,"Collection 1992, PP no. 141 of 1993",16,report-on-the-operations-of-the-committee-for-collection-1992-pp-no-141-of-1993-nla.obj-1827273112.txt
Report on the operations of the Committee for ...,nla.obj-1665770591,"Collection 1993, PP no. 125 of 1994",26,report-on-the-operations-of-the-committee-for-collection-1993-pp-no-125-of-1994-nla.obj-1665770591.txt
Report on the operations of the Committee for ...,nla.obj-2510746266,"Collection 1994, PP no. 137 of 1995",24,report-on-the-operations-of-the-committee-for-collection-1994-pp-no-137-of-1995-nla.obj-2510746266.txt
Report on the operations of the Committee for ...,nla.obj-1341847636,"Collection 1995, PP no. 41 of 1996",24,report-on-the-operations-of-the-committee-for-collection-1995-pp-no-41-of-1996-nla.obj-1341847636.txt
Report on the operations of the Committee for ...,nla.obj-2177310790,"Collection 1996, PP no. 28 of 1997",32,report-on-the-operations-of-the-committee-for-collection-1996-pp-no-28-of-1997-nla.obj-2177310790.txt
Report on the operations of the Committee for ...,nla.obj-1186373848,"Collection 1997, PP no. 19 of 1998",20,report-on-the-operations-of-the-committee-for-collection-1997-pp-no-19-of-1998-nla.obj-1186373848.txt
Report on the operations of the Committee for ...,nla.obj-1835991029,"Collection 1998, PP no. 37 of 1999",10,report-on-the-operations-of-the-committee-for-collection-1998-pp-no-37-of-1999-nla.obj-1835991029.txt
Report on the operations of the Committee for ...,nla.obj-1466911318,"Collection 1999, PP no. 57 of 2000",14,report-on-the-operations-of-the-committee-for-collection-1999-pp-no-57-of-2000-nla.obj-1466911318.txt
Report on the operations of the Committee for ...,nla.obj-1613413226,"Collection 2000, PP no. 39 of 2001",6,report-on-the-operations-of-the-committee-for-collection-2000-pp-no-39-of-2001-nla.obj-1613413226.txt
Report on the operations of the Committee for ...,nla.obj-971435756,"Collection 2001, PP no. 289 of 2002",10,report-on-the-operations-of-the-committee-for-collection-2001-pp-no-289-of-2002-nla.obj-971435756.txt
Report on the operations of the Committee for ...,nla.obj-971387508,"Collection 2002, PP no. 29 of 2003",10,report-on-the-operations-of-the-committee-for-collection-2002-pp-no-29-of-2003-nla.obj-971387508.txt
Report on the operations of the Committee for ...,nla.obj-964867863,"Collection 2003, PP no. 29 of 2004",14,report-on-the-operations-of-the-committee-for-collection-2003-pp-no-29-of-2004-nla.obj-964867863.txt
Report on the operations of the Committee for ...,nla.obj-871958586,"Collection 2004, PP no. 51 of 2005",12,report-on-the-operations-of-the-committee-for-collection-2004-pp-no-51-of-2005-nla.obj-871958586.txt
Report on the operations of the Committee for ...,nla.obj-1341840581,"Collection 2005, PP no. 49 of 2006",10,report-on-the-operations-of-the-committee-for-collection-2005-pp-no-49-of-2006-nla.obj-1341840581.txt
Report on the operations of the Committee for ...,nla.obj-990192662,"Collection 2006, PP no. 59 of 2007",12,report-on-the-operations-of-the-committee-for-collection-2006-pp-no-59-of-2007-nla.obj-990192662.txt
