title,id,details,pages,text_file
Northern affairs : a monthly journal of far northern concerns.,nla.obj-3082611833,Collection Vol. 1 No. 1 (May 1931),36,northern-affairs-a-monthly-journal-of-far-northern-collection-vol-1-no-1-may-1931-nla.obj-3082611833.txt
Northern affairs : a monthly journal of far northern concerns.,nla.obj-3082611854,Collection Vol. 1 No. 2 (June 1931),36,northern-affairs-a-monthly-journal-of-far-northern-collection-vol-1-no-2-june-1931-nla.obj-3082611854.txt
Northern affairs : a monthly journal of far northern concerns.,nla.obj-3082611879,Collection Vol. 1 No. 3 (10 July 1931),36,northern-affairs-a-monthly-journal-of-far-northern-collection-vol-1-no-3-10-july-1931-nla.obj-3082611879.txt
Northern affairs : a monthly journal of far northern concerns.,nla.obj-3082611898,Collection Vol. 1 No. 4 (7 August 1931),36,northern-affairs-a-monthly-journal-of-far-northern-collection-vol-1-no-4-7-august-1931-nla.obj-3082611898.txt
Northern affairs : a monthly journal of far northern concerns.,nla.obj-3082611912,Collection Vol. 1 No. 5 (4 September 1931),36,northern-affairs-a-monthly-journal-of-far-northern-collection-vol-1-no-5-4-september-1931-nla.obj-3082611912.txt
Northern affairs : a monthly journal of far northern concerns.,nla.obj-3082611936,Collection Vol. 1 No. 6 (2 October 1931),36,northern-affairs-a-monthly-journal-of-far-northern-collection-vol-1-no-6-2-october-1931-nla.obj-3082611936.txt
Northern affairs : a monthly journal of far northern concerns.,nla.obj-3082611957,Collection Vol. 1 No. 7 (6 November 1931),36,northern-affairs-a-monthly-journal-of-far-northern-collection-vol-1-no-7-6-november-1931-nla.obj-3082611957.txt
Northern affairs : a monthly journal of far northern concerns.,nla.obj-3082611973,Collection Vol. 1 No. 8 (4 December 1931),40,northern-affairs-a-monthly-journal-of-far-northern-collection-vol-1-no-8-4-december-1931-nla.obj-3082611973.txt
Northern affairs : a monthly journal of far northern concerns.,nla.obj-3082611999,Collection Vol. 1 No. 9 (8 January 1932),36,northern-affairs-a-monthly-journal-of-far-northern-collection-vol-1-no-9-8-january-1932-nla.obj-3082611999.txt
Northern affairs : a monthly journal of far northern concerns.,nla.obj-3082612012,Collection Vol. 1 No. 10 (5 February 1932),36,northern-affairs-a-monthly-journal-of-far-northern-collection-vol-1-no-10-5-february-1932-nla.obj-3082612012.txt
Northern affairs : a monthly journal of far northern concerns.,nla.obj-3082612036,Collection Vol. 1 No. 11 (4 March 1932),36,northern-affairs-a-monthly-journal-of-far-northern-collection-vol-1-no-11-4-march-1932-nla.obj-3082612036.txt
Northern affairs : a monthly journal of far northern concerns.,nla.obj-3082612057,Collection Vol. 1 No. 12 (1 April 1932),36,northern-affairs-a-monthly-journal-of-far-northern-collection-vol-1-no-12-1-april-1932-nla.obj-3082612057.txt
Northern affairs : a monthly journal of far northern concerns.,nla.obj-3082612073,Collection Vol. 2 No. 1 (6 May 1932),36,northern-affairs-a-monthly-journal-of-far-northern-collection-vol-2-no-1-6-may-1932-nla.obj-3082612073.txt
Northern affairs : a monthly journal of far northern concerns.,nla.obj-3082612099,Collection Vol. 2 No. 2 (3 June 1932),36,northern-affairs-a-monthly-journal-of-far-northern-collection-vol-2-no-2-3-june-1932-nla.obj-3082612099.txt
Northern affairs : a monthly journal of far northern concerns.,nla.obj-3082612116,Collection Vol. 2 No. 3 (15 July 1932),36,northern-affairs-a-monthly-journal-of-far-northern-collection-vol-2-no-3-15-july-1932-nla.obj-3082612116.txt
