title,id,details,pages,text_file
"Payments to or for the states, the Northern Territory, and local government authorities",nla.obj-2657493712,"Collection 1978/1979, PP no. 208 of 1978",202,payments-to-or-for-the-states-the-northern-territo-collection-1978-1979-pp-no-208-of-1978-nla.obj-2657493712.txt
"Payments to or for the states, the Northern Territory, and local government authorities",nla.obj-1745472230,"Collection 1979/1980, PP no. 175 of 1979",206,payments-to-or-for-the-states-the-northern-territo-collection-1979-1980-pp-no-175-of-1979-nla.obj-1745472230.txt
"Payments to or for the states, the Northern Territory, and local government authorities",nla.obj-2064243253,"Collection 1980/1981, PP no. 141 of 1980",208,payments-to-or-for-the-states-the-northern-territo-collection-1980-1981-pp-no-141-of-1980-nla.obj-2064243253.txt
"Payments to or for the states, the Northern Territory, and local government authorities",nla.obj-1613449025,"Collection 1981/1982, PP no. 144 of 1981",246,payments-to-or-for-the-states-the-northern-territo-collection-1981-1982-pp-no-144-of-1981-nla.obj-1613449025.txt
"Payments to or for the states, the Northern Territory, and local government authorities",nla.obj-1613445385,"Collection 1982/1983, PP no. 235 of 1982",196,payments-to-or-for-the-states-the-northern-territo-collection-1982-1983-pp-no-235-of-1982-nla.obj-1613445385.txt
"Payments to or for the states, the Northern Territory, and local government authorities",nla.obj-1341864626,"Collection 1983/1984, PP no. 99 of 1983",208,payments-to-or-for-the-states-the-northern-territo-collection-1983-1984-pp-no-99-of-1983-nla.obj-1341864626.txt
"Payments to or for the states, the Northern Territory, and local government authorities",nla.obj-1665755302,"Collection 1984/1985, PP no. 163 of 1984",258,payments-to-or-for-the-states-the-northern-territo-collection-1984-1985-pp-no-163-of-1984-nla.obj-1665755302.txt
"Payments to or for the states, the Northern Territory, and local government authorities",nla.obj-2498390252,"Collection 1985/1986, PP no. 256 of 1985",254,payments-to-or-for-the-states-the-northern-territo-collection-1985-1986-pp-no-256-of-1985-nla.obj-2498390252.txt
"Payments to or for the states, the Northern Territory, and local government authorities",nla.obj-2141199253,"Collection 1978/1987, PP no. 184 of 1986",216,payments-to-or-for-the-states-the-northern-territo-collection-1978-1987-pp-no-184-of-1986-nla.obj-2141199253.txt
Payments to or for the states and local government authorities,nla.obj-1319400209,issue,5,
