title,id,details,pages,text_file
"The Fijian weekly news, and planters' journal.",nla.obj-2681772818,Collection vol. 1 no 1,4,the-fijian-weekly-news-and-planters-journal-collection-vol-1-no-1-nla.obj-2681772818.txt
"The Fijian weekly news, and planters' journal.",nla.obj-2681772839,Collection vol.1 no 2,2,the-fijian-weekly-news-and-planters-journal-collection-vol-1-no-2-nla.obj-2681772839.txt
"The Fijian weekly news, and planters' journal.",nla.obj-2681772852,Collection vol.1 no 3,2,the-fijian-weekly-news-and-planters-journal-collection-vol-1-no-3-nla.obj-2681772852.txt
"The Fijian weekly news, and planters' journal.",nla.obj-2681772871,Collection vol.1 no 4,2,the-fijian-weekly-news-and-planters-journal-collection-vol-1-no-4-nla.obj-2681772871.txt
"The Fijian weekly news, and planters' journal.",nla.obj-2681772894,Collection vol.1 no 5,2,the-fijian-weekly-news-and-planters-journal-collection-vol-1-no-5-nla.obj-2681772894.txt
"The Fijian weekly news, and planters' journal.",nla.obj-2681772917,Collection vol.1 no 6,2,the-fijian-weekly-news-and-planters-journal-collection-vol-1-no-6-nla.obj-2681772917.txt
"The Fijian weekly news, and planters' journal.",nla.obj-2681772930,Collection vol.1 no 7,2,the-fijian-weekly-news-and-planters-journal-collection-vol-1-no-7-nla.obj-2681772930.txt
"The Fijian weekly news, and planters' journal.",nla.obj-2681772958,Collection vol.1 no 8,2,the-fijian-weekly-news-and-planters-journal-collection-vol-1-no-8-nla.obj-2681772958.txt
"The Fijian weekly news, and planters' journal.",nla.obj-2681772974,Collection vol.1 no 9,2,the-fijian-weekly-news-and-planters-journal-collection-vol-1-no-9-nla.obj-2681772974.txt
"The Fijian weekly news, and planters' journal.",nla.obj-2681772996,Collection vol.1 no 10,2,the-fijian-weekly-news-and-planters-journal-collection-vol-1-no-10-nla.obj-2681772996.txt
"The Fijian weekly news, and planters' journal.",nla.obj-2681773014,Collection vol.1 no 11,2,the-fijian-weekly-news-and-planters-journal-collection-vol-1-no-11-nla.obj-2681773014.txt
"The Fijian weekly news, and planters' journal.",nla.obj-2681773038,Collection vol. 1 no 13,2,the-fijian-weekly-news-and-planters-journal-collection-vol-1-no-13-nla.obj-2681773038.txt
