title,id,details,pages,text_file
The Austral chronicle : a bi-weekly journal.,nla.obj-184535009,Collection Issue Volume.1 No.1,18,the-austral-chronicle-a-bi-weekly-journal-collection-issue-volume-1-no-1-nla.obj-184535009.txt
The Austral chronicle : a bi-weekly journal.,nla.obj-184576072,Collection Issue Volume.1 No.2,12,the-austral-chronicle-a-bi-weekly-journal-collection-issue-volume-1-no-2-nla.obj-184576072.txt
The Austral chronicle : a bi-weekly journal.,nla.obj-184601565,Collection Issue Volume.1 No.3,12,the-austral-chronicle-a-bi-weekly-journal-collection-issue-volume-1-no-3-nla.obj-184601565.txt
The Austral chronicle : a bi-weekly journal.,nla.obj-184604172,Collection Issue Volume.1 No.4,12,the-austral-chronicle-a-bi-weekly-journal-collection-issue-volume-1-no-4-nla.obj-184604172.txt
The Austral chronicle : a bi-weekly journal.,nla.obj-184605826,Collection Issue Volume.1 No.5,12,the-austral-chronicle-a-bi-weekly-journal-collection-issue-volume-1-no-5-nla.obj-184605826.txt
The Austral chronicle : a bi-weekly journal.,nla.obj-184607749,Collection Issue Volume.1 No.6,12,the-austral-chronicle-a-bi-weekly-journal-collection-issue-volume-1-no-6-nla.obj-184607749.txt
The Austral chronicle : a bi-weekly journal.,nla.obj-184609521,Collection Issue Volume.1 No.7,12,the-austral-chronicle-a-bi-weekly-journal-collection-issue-volume-1-no-7-nla.obj-184609521.txt
The Austral chronicle : a bi-weekly journal.,nla.obj-184615156,"Collection Issue Volume 1, No. 8",19,the-austral-chronicle-a-bi-weekly-journal-collection-issue-volume-1-no-8-nla.obj-184615156.txt
